CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
41717628,HAILE BISTRO,Manhattan,182,AVENUE B,10009.0,2126738949,Ethiopian,09/17/2025,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,12.0,A,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.72770977421,-73.9792975002,103.0,2.0,3400.0,1005182.0,1004050035.0,MN22,POINT (-73.979297500196 40.727709774209)
50116200,RED HOUSE,Queens,36-36,PRINCE STREET,11354.0,8728885588,Chinese,09/17/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26.0,B,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.76139172711,-73.83289522474,407.0,20.0,86900.0,4534920.0,4049707501.0,QN22,POINT (-73.832895224737 40.761391727105)
50104263,LOS TACOS NO.1,Manhattan,125,PARK AVENUE,10017.0,6197409242,Tex-Mex,09/17/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75167399889,-73.97767668145,105.0,4.0,8000.0,1036151.0,1012960001.0,MN20,POINT (-73.97767668145 40.751673998894)
50072443,HIBACHI EXPRESS,Manhattan,536,EAST   14 STREET,10009.0,9172617701,Chinese/Japanese,09/17/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10.0,A,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.72982318003,-73.97894685739,103.0,2.0,3400.0,1005243.0,1004070026.0,MN22,POINT (-73.978946857389 40.729823180028)
50130405,AVO,Manhattan,245,5 AVENUE,10016.0,9294475488,Salads,09/17/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.7444704837,-73.98743389527,105.0,2.0,5600.0,1016896.0,1008570076.0,MN13,POINT (-73.987433895269 40.744470483704)
50172108,THE BUTTERY,Staten Island,1761,VICTORY BOULEVARD,10314.0,3472170049,Hamburgers,09/17/2025,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,10.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.61309858653,-74.1222865206,501.0,50.0,14700.0,5106747.0,5003500012.0,SI07,POINT (-74.122286520596 40.613098586527)
50039358,A & P ROTI & PASTRY SHOP,Brooklyn,4902,CHURCH AVENUE,11203.0,7182873289,Caribbean,09/17/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.65168273661,-73.93122436678,317.0,45.0,86000.0,3102819.0,3046970001.0,BK91,POINT (-73.931224366784 40.65168273661)
50133134,BOURBON AND BRANCH,Manhattan,421,7 AVENUE,10001.0,9295454638,American,09/17/2025,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.75049556767,-73.99096616433,105.0,3.0,10100.0,1015192.0,1008090001.0,MN17,POINT (-73.990966164334 40.750495567671)
41533744,SUBWAY,Manhattan,455,WEST   34 STREET,10001.0,2129671738,Sandwiches,09/17/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75431387531,-73.99851653212,104.0,3.0,11100.0,1012857.0,1007320007.0,MN13,POINT (-73.998516532122 40.754313875308)
50132395,M&M BAGELS AND CAFE,Queens,44-02,31 AVENUE,11103.0,9295004790,Coffee/Tea,09/17/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75974356007,-73.91377132279,401.0,22.0,15300.0,4012519.0,4007100011.0,QN70,POINT (-73.913771322789 40.759743560067)
40799593,SING SING KARAOKE,Manhattan,81,AVENUE A,10009.0,2126740700,American,09/17/2025,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,7.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72505911969,-73.98426990331,103.0,2.0,3200.0,1005767.0,1004320034.0,MN22,POINT (-73.984269903311 40.725059119693)
50000417,CINCO DE MAYO,Manhattan,684,3 AVENUE,10017.0,2128675545,Tex-Mex,09/17/2025,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,4.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.7516512245,-73.97381477427,106.0,4.0,9200.0,1080446.0,1012980033.0,MN19,POINT (-73.973814774267 40.751651224496)
50068651,FACTORY TAMAL,Manhattan,34,LUDLOW STREET,10002.0,9176915524,Mexican,09/17/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.71593894007,-73.990469448,103.0,1.0,1600.0,1004051.0,1003100040.0,MN27,POINT (-73.990469447998 40.71593894007)
50070913,SEVEN GRAMS CAFFE,Manhattan,175,VARICK STREET,10014.0,9172617527,Coffee/Tea,09/17/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,09/17/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72738488267,-74.00551655054,102.0,3.0,3700.0,1009754.0,1005800065.0,MN24,POINT (-74.005516550541 40.727384882674)
50142874,SHAURMA FACTORY,Brooklyn,3086,BRIGHTON    2 STREET,11235.0,3473127184,Eastern European,09/17/2025,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13.0,A,09/17/2025,08/27/2026,Cycle Inspection / Re-inspection,40.5765485776,-73.96505705634,313.0,48.0,36001.0,3245041.0,3086830097.0,BK19,POINT (-73.965057056339 40.576548577597)
50086387,THE YALE CLUB,Manhattan,50,VANDERBILT AVENUE,10017.0,2127162136,American,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75397402495,-73.97725360877,105.0,4.0,9400.0,1035374.0,1012790028.0,MN17,POINT (-73.977253608771 40.753974024949)
50149200,YANG KEE'S NO. 1 CHINESE KITCHEN,Queens,75-01,101 AVENUE,11416.0,7188488922,Chinese,09/17/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.67966392564,-73.86218885409,409.0,32.0,4200.0,4187910.0,4090470041.0,QN53,POINT (-73.862188854087 40.679663925638)
50128175,PADI D' NYC,Manhattan,135,WEST   50 STREET,10020.0,4242442384,Asian/Asian Fusion,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27.0,B,09/17/2024,08/27/2026,Cycle Inspection / Re-inspection,40.76036733765,-73.98153256901,105.0,4.0,13100.0,1022708.0,1010030005.0,MN17,POINT (-73.981532569014 40.760367337647)
41715661,TABOO LOUNGE,Manhattan,408,8 AVENUE,10001.0,6465247299,American,09/17/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,24.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74991667423,-73.99510235396,105.0,3.0,10100.0,1014351.0,1007807501.0,MN17,POINT (-73.995102353958 40.749916674231)
50134918,GREGORYS COFFEE,Queens,107-28,CONTINENTAL AVENUE,11375.0,7189244128,American,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.72070030502,-73.84443370386,406.0,29.0,73700.0,4077993.0,4032560001.0,QN17,POINT (-73.844433703863 40.720700305023)
50041760,OC DESSERT,Brooklyn,770,56 STREET,11220.0,9179695888,Asian/Asian Fusion,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,25.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.6380588114,-74.00773945543,307.0,43.0,10400.0,3015531.0,3008420035.0,BK34,POINT (-74.007739455434 40.638058811397)
41646919,LA PERRADA DE CHALO,Queens,83-12,NORTHERN BOULEVARD,11372.0,7186396677,Latin American,09/17/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75566628124,-73.884218533,403.0,25.0,28100.0,4035149.0,4014310001.0,QN28,POINT (-73.884218532998 40.755666281239)
50045891,BARANO,Brooklyn,26,BROADWAY,11249.0,3472970013,Italian,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,26.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71074450566,-73.96797306846,301.0,33.0,54900.0,3424338.0,3021297507.0,BK73,POINT (-73.967973068463 40.710744505661)
40398578,DYCKMAN BAR,Manhattan,221,DYCKMAN STREET,10034.0,6463603018,American,09/17/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,39.0,N,,08/27/2026,Cycle Inspection / Initial Inspection,40.86568095928,-73.9274337168,112.0,10.0,29500.0,1064934.0,1022370001.0,MN01,POINT (-73.927433716803 40.86568095928)
50119924,COPPA,Manhattan,21,EAST   27 STREET,10016.0,6466507336,Coffee/Tea,09/17/2024,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Z,09/17/2024,08/27/2026,Cycle Inspection / Reopening Inspection,40.7435344119,-73.98648495161,105.0,3.0,5600.0,1016887.0,1008570017.0,MN13,POINT (-73.98648495161 40.743534411897)
50097493,IL FIORISTA,Manhattan,17,WEST   26 STREET,10010.0,6464908240,Mediterranean,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,33.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74401231792,-73.98951989771,105.0,3.0,5800.0,1015643.0,1008280022.0,MN13,POINT (-73.989519897709 40.744012317916)
41489737,PATSY'S PIZZERIA,Manhattan,1279,1 AVENUE,10065.0,2126931000,Italian,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76577361243,-73.9574882339,108.0,5.0,11800.0,1044761.0,1014430030.0,MN31,POINT (-73.957488233898 40.765773612431)
50108886,FU WING CHINESE FOOD,Manhattan,153,EAST  106 STREET,10029.0,2129875329,Chinese,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.79206070372,-73.94583162906,111.0,8.0,17200.0,1052026.0,1016340025.0,MN33,POINT (-73.94583162906 40.792060703721)
50000638,EL TORO BRAVO,Queens,88-12,ROOSEVELT AVENUE,11372.0,7185051025,Mexican,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74825433934,-73.87787947534,404.0,21.0,27100.0,4314470.0,4015100059.0,QN29,POINT (-73.877879475337 40.748254339336)
50095131,DOMINO'S,Brooklyn,2196,PITKIN AVENUE,11207.0,7184954441,Pizza,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67251513928,-73.8915625634,305.0,42.0,115200.0,3083986.0,3037420023.0,BK82,POINT (-73.891562563396 40.672515139281)
50134310,MOON FLOWER,Brooklyn,7617,13 AVENUE,11228.0,9292922007,Chicken,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,39.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.61953972658,-74.00820197013,310.0,38.0,19800.0,3160601.0,3062330003.0,BK30,POINT (-74.00820197013 40.61953972658)
41153530,RED HOUSE KITCHEN,Queens,71-47,YELLOWSTONE BOULEVARD,11375.0,7182615601,Chinese,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.72140846643,-73.85491220177,406.0,29.0,71100.0,4075866.0,4031900001.0,QN17,POINT (-73.854912201768 40.721408466428)
41621748,POPEYES,Queens,92-15,PARSONS BOULEVARD,11433.0,7182989000,Chicken,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.70309524899,-73.80011333944,412.0,27.0,44601.0,4215612.0,4101000001.0,QN61,POINT (-73.800113339439 40.703095248985)
50038859,JUN-MEN RAMEN BAR,Manhattan,249,9 AVENUE,10001.0,6468526787,Japanese,09/17/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.74786095216,-74.00033925163,104.0,3.0,9300.0,1089398.0,1007237502.0,MN13,POINT (-74.000339251634 40.747860952156)
50132002,FATHER AND SON SOULFOOD CATERING,Brooklyn,1512,PITKIN AVENUE,11212.0,9296145909,Soul Food,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.66862563963,-73.91778271267,316.0,41.0,90000.0,3080924.0,3035140036.0,BK81,POINT (-73.917782712668 40.668625639625)
50137277,ISLAND FLAVORS CARIBBEAN RESTAURANT,Brooklyn,1073,LIBERTY AVENUE,11208.0,3474067388,Caribbean,09/17/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,22.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.67833863487,-73.86960046873,305.0,37.0,119000.0,3093582.0,3041710030.0,BK83,POINT (-73.869600468732 40.678338634866)
50018160,JOE COFFEE,Manhattan,187,COLUMBUS AVENUE,10023.0,2128770244,Coffee/Tea,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.77508454824,-73.9804778044,107.0,6.0,15300.0,1028437.0,1011210001.0,MN14,POINT (-73.980477804397 40.775084548238)
41362620,MAGNOLIA BAKERY,Manhattan,1240,AVENUE OF THE AMERICAS,10020.0,2127671123,Bakery Products/Desserts,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75935440272,-73.98080730422,105.0,4.0,10400.0,1076262.0,1012657501.0,MN17,POINT (-73.980807304219 40.759354402722)
50052110,LEUCA / LITTLE FINO / WESTLIGHT,Brooklyn,55,WYTHE AVENUE,11249.0,6464427841,American,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,20.0,N,,08/27/2026,Cycle Inspection / Initial Inspection,40.72246665921,-73.95724538927,301.0,33.0,55700.0,3399881.0,3022830001.0,BK73,POINT (-73.957245389265 40.722466659207)
50113228,SANDY JACK'S,Brooklyn,683,5 AVENUE,11215.0,5854741849,American,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.66157065698,-73.99317331697,307.0,38.0,14500.0,3017371.0,3008910005.0,BK32,POINT (-73.993173316965 40.661570656983)
50086669,BALANCERO,Queens,3095,37 STREET,11103.0,6468269920,Coffee/Tea,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76268915892,-73.91816431406,401.0,22.0,6300.0,,4.0,QN70,POINT (-73.918164314056 40.762689158916)
50127387,ERBALUCE,Manhattan,46,WEST   22 STREET,10010.0,3477816783,Italian,09/17/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,30.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.7415037752,-73.99158808709,105.0,3.0,5800.0,1015547.0,1008230068.0,MN13,POINT (-73.991588087091 40.741503775195)
41566063,BIERHAUS,Manhattan,712,3 AVENUE,10017.0,6468749498,German,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,28.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75243060486,-73.97324419596,106.0,4.0,9200.0,1036179.0,1012990038.0,MN19,POINT (-73.97324419596 40.752430604861)
40634607,PIZZA ITALIA 1,Bronx,842,EAST  180 STREET,10460.0,7185842500,Pizza,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.84566076837,-73.88384442765,206.0,15.0,36300.0,2088384.0,2031180157.0,BX17,POINT (-73.883844427647 40.845660768368)
50073244,MANGO CREPES AND MORE,Queens,83-10,NORTHERN BOULEVARD,11372.0,7184069861,French,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75566354741,-73.88422936623,403.0,25.0,28100.0,4035149.0,4014310001.0,QN28,POINT (-73.884229366231 40.755663547407)
41469761,PIO-PIO,Queens,84-02,NORTHERN BOULEVARD,11372.0,7184264900,Latin American,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.7557559809,-73.88335209828,403.0,25.0,28100.0,4035173.0,4014320001.0,QN28,POINT (-73.883352098275 40.755755980904)
50038882,MIKE'S DELI,Brooklyn,9510,4 AVENUE,11209.0,7182385200,American,09/17/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.61564365345,-74.0312427413,310.0,47.0,5400.0,3155635.0,3061170134.0,BK31,POINT (-74.031242741301 40.615643653446)
41630104,LUCKY CHINESE RESTAURANT,Queens,50-08,69 STREET,11377.0,7187791350,Chinese,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.73674416128,-73.89597542118,402.0,26.0,24300.0,4056186.0,4024270001.0,QN50,POINT (-73.895975421177 40.736744161279)
50098358,CHEN'S DINER,Queens,558,BEACH   25 STREET,11691.0,9294267335,Chinese,09/17/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.5997981121,-73.76149656437,414.0,31.0,99801.0,4301034.0,4157650014.0,QN15,POINT (-73.761496564369 40.599798112098)
40402423,KNICKERBOCKER CLUB,Manhattan,2,EAST   62 STREET,10065.0,2128386700,American,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76602769824,-73.97141202804,108.0,4.0,11401.0,1040868.0,1013760069.0,MN40,POINT (-73.971412028044 40.766027698235)
41271290,SABOR LATINO SEAFOOD RESTAURANT,Bronx,2161,STARLING AVENUE,10462.0,7188220899,Seafood,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.83627146606,-73.85307063863,209.0,18.0,22200.0,2041227.0,2039480001.0,BX46,POINT (-73.853070638634 40.836271466055)
50128708,TODO SABORES BAR,Queens,62-10,39 AVENUE,11377.0,3477065942,Mexican,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.74684420067,-73.90140558132,402.0,26.0,26100.0,4028392.0,4012320071.0,QN63,POINT (-73.901405581315 40.74684420067)
40946431,MCDONALD'S,Brooklyn,1883,ATLANTIC AVENUE,11233.0,7189535864,Hamburgers,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67698967445,-73.92272952724,303.0,41.0,29900.0,3048267.0,3017140001.0,BK61,POINT (-73.922729527244 40.676989674447)
50094533,AMICI RISTORANTE,Manhattan,165,MULBERRY STREET,10013.0,2122032766,Italian,09/17/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,20.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71982863594,-73.99711036359,102.0,1.0,4100.0,1006968.0,1004710020.0,MN24,POINT (-73.997110363591 40.719828635939)
41544565,MCDERMOTT'S PUB,Bronx,2634,EAST TREMONT AVENUE,10461.0,7184924490,American,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.84294873949,-73.84625744093,210.0,18.0,20000.0,2042412.0,2040020048.0,BX37,POINT (-73.846257440927 40.842948739491)
41338254,BURGER KING,Bronx,400,EAST TREMONT AVENUE,10457.0,7182947019,Hamburgers,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Re-inspection,40.84764734952,-73.90076763749,206.0,15.0,23100.0,2009453.0,2029000059.0,BX41,POINT (-73.900767637493 40.847647349519)
50087268,WAGAMAMA,Manhattan,1345,6 AVENUE,10105.0,3329006111,Asian/Asian Fusion,09/17/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,32.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76259829049,-73.97845995577,105.0,6.0,13700.0,1083719.0,1010070029.0,MN17,POINT (-73.978459955773 40.762598290493)
50002214,CAMPANIA COAL FIRED PIZZA,Brooklyn,9824,4 AVENUE,11209.0,3475174868,Italian,09/17/2024,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,11.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.6138124427,-74.03281225917,310.0,47.0,5602.0,3156007.0,3061300036.0,BK31,POINT (-74.03281225917 40.613812442696)
